no,name,routename,lat,lng,address,telno
2545,군자,서울 도시철도 5호선,37.55713392,127.079433,서울특별시 광진구 천호대로 지하550,02-6311-5441
2546,아차산,서울 도시철도 5호선,37.55203633,127.0896015,서울특별시 광진구 천호대로 지하657,02-6311-5451
2547,광나루,서울 도시철도 5호선,37.5450481,127.1035121,서울특별시 광진구 아차산로 지하571 (광장동),02-6311-5461
2548,천호,서울 도시철도 5호선,37.53842355,127.1236234,서울특별시 강동구 천호대로 지하997 (천호동),02-6311-5471
2549,강동,서울 도시철도 5호선,37.53587886,127.132079,서울특별시 강동구 천호대로 지하1097 (천호동),02-6311-5481
2550,길동,서울 도시철도 5호선,37.53794494,127.1400433,서울특별시 강동구 양재대로 지하1480 (길동),02-6311-5491
2551,굽은다리,서울 도시철도 5호선,37.54537927,127.1428116,서울특별시 강동구 양재대로 지하1572 (명일동),02-6311-5501
2552,명일,서울 도시철도 5호선,37.55149734,127.1439883,서울특별시 강동구 양재대로 지하1632 (명일동),02-6311-5511
2553,고덕,서울 도시철도 5호선,37.55503473,127.1540785,서울특별시 강동구 고덕로 지하253 (고덕동),02-6311-5521
2554,상일동,서울 도시철도 5호선,37.55658759,127.1652632,서울특별시 강동구 고덕로 지하359 (상일동),02-6311-5531
2555,둔촌동,서울 도시철도 5호선,37.52774726,127.136296,서울특별시 강동구 양재대로 지하1369 (둔촌동),02-6311-5541
2556,올림픽공원,서울 도시철도 5호선,37.51620079,127.1308803,서울특별시 송파구 양재대로 지하1233,02-6311-5551
2557,방이,서울 도시철도 5호선,37.50865738,127.1260716,서울특별시 송파구 양재대로 지하1127 (방이동),02-6311-5561
2558,오금,서울 도시철도 5호선,37.50196105,127.1277379,서울특별시 송파구 오금로 지하 321 (오금동),02-6110-3521
2559,개롱,서울 도시철도 5호선,37.49782678,127.1348328,서울특별시 송파구 오금로 지하402 (가락동),02-6311-5581
2560,거여,서울 도시철도 5호선,37.49316744,127.1436672,서울특별시 송파구 오금로 지하499(거여동),02-6311-5591
2561,마천,서울 도시철도 5호선,37.49495884,127.152476,서울특별시 송파구 마천로57길 지하7(마천동),02-6311-5601
2611,응암,서울 도시철도 6호선,37.59853005,126.9155088,서울특별시 은평구 증산로 지하477 (역촌동),02-6311-6101
2612,역촌,서울 도시철도 6호선,37.60625985,126.9227732,서울특별시 은평구 서오릉로 지하63 (녹번동),02-6311-6111
2613,불광,서울 도시철도 6호선,37.61033354,126.9298281,서울특별시 은평구 통일로 지하 723-1 (대조동),02-6311-6121
2614,독바위,서울 도시철도 6호선,37.61844071,126.9329961,서울특별시 은평구 불광로 지하129-1 (불광동),02-6311-6131
2615,연신내,서울 도시철도 6호선,37.61881292,126.9206158,서울특별시 은평구 통일로 지하 849 (갈현동),02-6311-6141
2616,구산,서울 도시철도 6호선,37.61125852,126.9171923,서울특별시 은평구 연서로 지하137-1(구산동),02-6311-6151
2617,새절,서울 도시철도 6호선,37.59099413,126.9136601,서울특별시 은평구 증산로 지하400 (신사동,02-6311-6161
2618,증산,서울 도시철도 6호선,37.58375597,126.9094115,서울특별시 은평구 증산로 지하306(증산동),02-6311-6171
2619,디지털미디어시티,서울 도시철도 6호선,37.57663026,126.8996845,서울특별시 은평구 수색로 지하175 (증산동),02-6311-6181
2620,월드컵경기장,서울 도시철도 6호선,37.56938269,126.8990612,서울특별시 마포구 월드컵로 지하240 (성산동),02-6311-6191
2621,마포구청,서울 도시철도 6호선,37.56350657,126.9031935,서울특별시 마포구 월드컵로 지하190 (성산동),02-6311-6201
2622,망원,서울 도시철도 6호선,37.55594386,126.9098166,서울특별시 마포구 월드컵로 지하77 (망원동),02-6311-6211
2623,합정,서울 도시철도 6호선,37.54979888,126.9141239,서울특별시 마포구 양화로 지하 45,02-6311-6221
2624,상수,서울 도시철도 6호선,37.54776978,126.9225838,서울특별시 마포구 독막로 지하85 (상수동),02-6311-6231
2625,광흥창,서울 도시철도 6호선,37.54746977,126.9318177,서울특별시 마포구 독막로 지하 165,02-6311-6241
2626,대흥,서울 도시철도 6호선,37.54766489,126.9422206,서울특별시 마포구 대흥로 지하 85,02-6311-6251
2627,공덕,서울 도시철도 6호선,37.54354807,126.9518977,서울특별시 마포구 백범로 지하 200(공덕동),02-6311-5291
2628,효창공원앞,서울 도시철도 6호선,37.539542,126.961371,서울특별시 용산구 백범로 지하287 (효창동),02-6311-6271
2629,삼각지,서울 도시철도 6호선,37.53471155,126.9733777,서울특별시 용산구 한강대로 지하 180 (한강로1가),02-6311-6281
2630,녹사평,서울 도시철도 6호선,37.53464201,126.9867518,서울특별시 용산구 녹사평대로 지하195 (용산동4가),02-6311-6291
2631,이태원,서울 도시철도 6호선,37.53449861,126.994038,서울특별시 용산구 이태원로 지하177(이태원동),02-6311-6301
2632,한강진,서울 도시철도 6호선,37.53974445,127.0014826,서울특별시 용산구 이태원로 지하287 (한남동),02-6311-6311
2633,버티고개,서울 도시철도 6호선,37.54806951,127.0066086,서울특별시 중구 다산로 지하38 (신당동),02-6311-6321
2634,약수,서울 도시철도 6호선,37.5542519,127.0104682,서울특별시 중구 다산로 지하 155 (신당동),02-6311-6331
2635,청구,서울 도시철도 6호선,37.56021257,127.0135698,서울특별시 중구 청구로 지하77(신당동),02-6311-5371
2636,신당,서울 도시철도 6호선,37.56582912,127.0181023,서울특별시 중구 퇴계로 지하 431-1 (신당동),02-6311-6351
2637,동묘앞,서울 도시철도 6호선,37.57226031,127.0158732,서울특별시 종로구 종로 359 (숭인동),02-6311-6361
2638,창신,서울 도시철도 6호선,37.57934562,127.0151078,서울특별시 종로구 지봉로 지하112 (창신동),02-6311-6371
2639,보문,서울 도시철도 6호선,37.58543035,127.0192192,서울특별시 성북구 보문로 지하116 (보문동1가),02-6311-6381
2640,안암,서울 도시철도 6호선,37.58623045,127.0292203,서울특별시 성북구 고려대로 지하89 (안암동5가),02-6311-6391
2641,고려대,서울 도시철도 6호선,37.59033908,127.0358642,서울특별시 성북구 종암로 지하1 (종암동),02-6311-6401
2642,월곡,서울 도시철도 6호선,37.6020753,127.0414221,서울특별시 성북구 월곡로 지하107 (하월곡동),02-6311-6411
2643,상월곡,서울 도시철도 6호선,37.60632242,127.0485887,서울특별시 성북구 화랑로 지하157 (상월곡동),02-6311-6421
2644,돌곶이,서울 도시철도 6호선,37.61052771,127.0564482,서울특별시 성북구 화랑로 지하243 (석관동),02-6311-6431
2645,석계,서울 도시철도 6호선,37.61498323,127.0655612,서울특별시 노원구 화랑로 지하347-1 (월계동),02-6311-6441
2646,태릉입구,서울 도시철도 6호선,37.61796533,127.0748937,서울특별시 노원구 동일로 지하992-1 (공릉동),02-6311-7171
2647,화랑대,서울 도시철도 6호선,37.62013061,127.0844264,서울특별시 노원구 화랑로 지하510,02-6311-6461
2648,봉화산,서울 도시철도 6호선,37.61747193,127.0910857,서울특별시 중랑구 신내로 지하232 (신내동),02-6311-6471
2649,신내,서울 도시철도 6호선,37.61264135,127.103395,서울특별시 중랑구 용마산로136길 33,02-6311-6481
2711,장암,서울 도시철도 7호선,37.69984712,127.0527785,경기도 의정부시 동일로 121 (장암동),02-6311-7091
2712,도봉산,서울 도시철도 7호선,37.68923188,127.0461005,서울특별시 도봉구 도봉로 964-40 (도봉동),02-6311-7101
2713,수락산,서울 도시철도 7호선,37.67791554,127.0552343,서울특별시 노원구 동일로 지하1662 (상계동),02-6311-7111
2714,마들,서울 도시철도 7호선,37.66516233,127.0573337,서울특별시 노원구 동일로 지하1530-1 (상계동),02-6311-7121
2715,노원,서울 도시철도 7호선,37.65496036,127.0620053,서울특별시 노원구 상계로 69-1 (상계동),02-6311-7131
323,약수,서울 도시철도 3호선,37.5544519,127.0104682,서울특별시 중구 다산로 지하 122 (신당동),02-6110-3331
324,금호,서울 도시철도 3호선,37.54800401,127.0156615,서울특별시 성동구 동호로 지하 104 (금호동4가),02-6110-3341
325,옥수,서울 도시철도 3호선,37.5414877,127.0177608,서울특별시 성동구 동호로 21 (옥수동) 옥수역,02-6110-3351
326,압구정,서울 도시철도 3호선,37.52668639,127.0283697,서울특별시 강남구 압구정로 지하 172 (신사동),02-6110-3361
327,신사,서울 도시철도 3호선,37.51618776,127.020092,서울특별시 강남구 도산대로 지하 102 (신사동),02-6110-3371
328,잠원,서울 도시철도 3호선,37.51282982,127.0112442,서울특별시 서초구 잠원로 4길 지하 46 (잠원동),02-6110-3381
329,고속터미널,서울 도시철도 3호선,37.50436623,127.0049403,서울특별시 서초구 신반포로 지하 188 (반포동),02-6110-3391
330,교대,서울 도시철도 3호선,37.49320061,127.0140237,서울특별시 서초구 서초대로 지하 294 (서초동),02-6110-3401
331,남부터미널,서울 도시철도 3호선,37.48482472,127.0161898,서울특별시 서초구 서초중앙로 지하 31 (서초동),02-6110-3411
332,양재,서울 도시철도 3호선,37.48381174,127.0345768,서울특별시 서초구 남부순환로 지하 2585 (서초동),02-6110-3421
333,매봉,서울 도시철도 3호선,37.48684644,127.0467037,서울특별시 강남구 남부순환로 지하 2744 (도곡동),02-6110-3431
334,도곡,서울 도시철도 3호선,37.49082524,127.0553484,서울특별시 강남구 남부순환로 지하 2814 (도곡동),02-6110-3441
335,대치,서울 도시철도 3호선,37.4942795,127.0632665,서울특별시 강남구 남부순환로 지하 2952 (대치동),02-6110-3451
336,학여울,서울 도시철도 3호선,37.49655351,127.0713676,서울특별시 강남구 남부순환로 지하 3104 (대치동),02-6110-3461
337,대청,서울 도시철도 3호선,37.49346096,127.079515,서울특별시 강남구 일원로 지하 2 (일원동),02-6110-3471
338,일원,서울 도시철도 3호선,37.48382242,127.0843143,서울특별시 강남구 일원로 지하 121 (일원동),02-6110-3481
339,수서,서울 도시철도 3호선,37.48716257,127.101553,서울특별시 강남구 광평로 지하 270 (수서동),02-6110-3491
340,가락시장,서울 도시철도 3호선,37.49276539,127.1178996,서울특별시 송파구 송파대로 지하 257 (가락동),02-6311-8171
341,경찰병원,서울 도시철도 3호선,37.49576539,127.1242996,서울특별시 송파구 중대로 지하 149 (가락동),02-6110-3511
342,오금,서울 도시철도 3호선,37.50216539,127.1278996,서울특별시 송파구 오금로 지하 321 (오금동),02-6110-3521
409,당고개,서울 도시철도 4호선,37.67032572,127.0789555,서울특별시 노원구 상계로 305 (상계동),02-6110-4091
410,상계,서울 도시철도 4호선,37.66090497,127.0731287,서울특별시 노원구 상계로 182 (상계동),02-6110-4101
411,노원,서울 도시철도 4호선,37.6551493,127.0624948,서울특별시 노원구 상계로 69-1 (상계동),02-6110-4111
412,창동,서울 도시철도 4호선,37.65312232,127.0476886,서울특별시 도봉구 마들로 11길 77 (창동),02-6110-4121
413,쌍문,서울 도시철도 4호선,37.64853159,127.0345002,서울특별시 도봉구 도봉로 지하 486-1 (창동),02-6110-4131
414,수유,서울 도시철도 4호선,37.63796529,127.0254433,서울특별시 강북구 도봉로 지하 50 (미아동),02-6110-4141
415,미아,서울 도시철도 4호선,37.62657144,127.0258287,서울특별시 강북구 도봉로 지하 198 (미아동),02-6110-4151
416,미아사거리,서울 도시철도 4호선,37.61325241,127.0298981,서울특별시 강북구 도봉로 지하 50 (미아동),02-6110-4161
417,길음,서울 도시철도 4호선,37.6035085,127.0249611,서울특별시 성북구 동소문로 지하 248 (길음동),02-6110-4171
418,성신여대입구,서울 도시철도 4호선,37.5927377,127.0163071,서울특별시 성북구 동소문로 지하 102 (동선동4가),02-6110-4181
152,종각,서울 도시철도 1호선,37.57020349,126.9829483,서울특별시 종로구 종로 지하 55 (종로1가),02-6110-1311
153,종로3가,서울 도시철도 1호선,37.57139366,126.9914115,서울특별시 종로구 종로 지하 129 (종로3가),02-6110-1301
154,종로5가,서울 도시철도 1호선,37.57100685,127.001799,서울특별시 종로구 종로 지하 216  (종로5가),02-6110-1291
155,동대문,서울 도시철도 1호선,37.57129132,127.0101189,서울특별시 종로구 종로 지하 302 (창신동),02-6110-1281
156,신설동,서울 도시철도 1호선,37.57528723,127.0249104,서울특별시 동대문구 왕산로 지하 1 (신설동),02-6110-1261
157,제기동,서울 도시철도 1호선,37.57812027,127.0344966,서울특별시 동대문구 왕산로 지하 93 (제기동),02-6110-1251
158,청량리,서울 도시철도 1호선,37.5801441,127.0457768,서울특별시 동대문구 왕산로 지하 205(전농동),02-6110-1241
159,동묘앞,서울 도시철도 1호선,37.57253741,127.0155932,서울특별시 종로구 종로 359 (숭인동),02-6110-1271
200,까치산,서울 도시철도 2호선,37.53168373,126.8467432,서울특별시 강서구 강서로 지하54(화곡동),02-6311-5181
201,시청,서울 도시철도 2호선,37.56461852,126.9760864,서울특별시 중구 세종대로 지하 101 (정동),02-6110-2011
202,을지로입구,서울 도시철도 2호선,37.56597747,126.9825045,서울특별시 중구 을지로 지하 42 (을지로1가),02-6110-2021
203,을지로3가,서울 도시철도 2호선,37.56634826,126.991482,서울특별시 중구 을지로 지하 106 (을지로3가),02-6110-2031
204,을지로4가,서울 도시철도 2호선,37.56682797,126.9979016,서울특별시 중구 을지로 지하 178 (을지로4가),02-6110-2041
205,동대문역사문화공원,서울 도시철도 2호선,37.56500251,127.007394,서울특별시 중구 을지로 지하 279 (을지로7가),02-6110-2051
206,신당,서울 도시철도 2호선,37.56582912,127.0181023,서울특별시 중구 퇴계로 지하 431-1 (신당동),02-6110-2061
207,상왕십리,서울 도시철도 2호선,37.56417104,127.0293524,서울특별시 성동구 왕십리로 지하 374 (하왕십리동),02-6110-2071
208,왕십리,서울 도시철도 2호선,37.56152516,127.0375076,서울특별시 성동구 왕십리로 지하300(행당동),02-6110-2081
209,한양대,서울 도시철도 2호선,37.55522179,127.0434917,서울특별시 성동구 왕십리로 206 (행당동),02-6110-2091
210,뚝섬,서울 도시철도 2호선,37.54712239,127.0473648,서울특별시 성동구 아차산로 18 (성수동1가),02-6110-2101
241,이대,서울 도시철도 2호선,37.55672128,126.945801,서울특별시 마포구 신촌로 지하 180 (염리동),02-6110-2411
242,아현,서울 도시철도 2호선,37.55721977,126.9561295,서울특별시 마포구 신촌로 지하 270 (아현동),02-6110-2421
243,충정로,서울 도시철도 2호선,37.56022847,126.9634503,서울특별시 서대문구 서소문로 지하 17 (충정로3가),02-6110-2431
244,용답,서울 도시철도 2호선,37.56183232,127.050871,서울특별시 성동구 용답길 86 (용답동),02-6110-1341
245,신답,서울 도시철도 2호선,37.56961893,127.0468598,서울특별시 성동구 천호대로 232 (용답동),02-6110-1351
246,신설동,서울 도시철도 2호선,37.57519632,127.0248584,서울특별시 동대문구 왕산로 지하 1 (신설동),02-6110-1371
247,도림천,서울 도시철도 2호선,37.51420522,126.8827022,서울특별시 구로구 경인로 67길 160 (신도림동),02-6110-2441
248,양천구청,서울 도시철도 2호선,37.51205148,126.8656075,서울특별시 양천구 목동로3길 지하 33(신정동),02-6110-2451
249,신정네거리,서울 도시철도 2호선,37.51999688,126.8528986,서울특별시 양천구 중앙로 지하 261 (신정동),02-6110-2461
250,용두,서울 도시철도 2호선,37.57389197,127.0379098,서울특별시 동대문구 천호대로 지하 129,02-6110-1361
309,지축,서울 도시철도 3호선,37.64793834,126.9137407,경기도 고양시 덕양구 삼송로 300 (지축동),02-6110-3191
310,구파발,서울 도시철도 3호선,37.63664912,126.9187832,서울특별시 은평구 진관2로 지하 15-25 (진관동),02-6110-3201
311,연신내,서울 도시철도 3호선,37.61881292,126.9208158,서울특별시 은평구 통일로 지하 849 (갈현동),02-6110-3211
312,불광,서울 도시철도 3호선,37.61013354,126.9296281,"서울특별시 은평구 통일로 지하 723-1 (대조동, 3호선 불광역)",02-6110-3221
313,녹번,서울 도시철도 3호선,37.60085525,126.935753,서울특별시 은평구 통일로 지하 602-1 (녹번동),02-6110-3231
314,홍제,서울 도시철도 3호선,37.58852355,126.944165,서울특별시 서대문구 통일로 지하 440-1 (홍제동),02-6110-3241
315,무악재,서울 도시철도 3호선,37.58211864,126.9501814,서울특별시 서대문구 통일로 지하 361 (홍제동),02-6110-3251
316,독립문,서울 도시철도 3호선,37.57448506,126.9578508,서울특별시 서대문구 통일로 지하 247 (현저동),02-6110-3261
317,경복궁,서울 도시철도 3호선,37.57560542,126.9734832,서울특별시 종로구 사직로 지하 130 (적선동),02-6110-3271
318,안국,서울 도시철도 3호선,37.57666379,126.9854787,서울특별시 종로구 율곡로 지하 62 (안국동),02-6110-3281
319,종로3가,서울 도시철도 3호선,37.57139366,126.9914115,서울특별시 종로구 종로 지하 129 (종로3가),02-6110-3291
320,을지로3가,서울 도시철도 3호선,37.56634826,126.991482,서울특별시 중구 을지로 지하 106 (을지로3가),02-6110-3301
321,충무로,서울 도시철도 3호선,37.56140209,126.9943556,서울특별시 중구 퇴계로 지하 199 (필동2가),02-6110-4231
322,동대입구,서울 도시철도 3호선,37.55883276,127.0052813,서울특별시 중구 동호로 지하 256 (장충동2가),02-6110-3321
211,성수,서울 도시철도 2호선,37.5444338,127.0559893,서울특별시 성동구 아차산로 100 (성수동2가),02-6110-2111
212,건대입구,서울 도시철도 2호선,37.54060889,127.0700628,서울특별시 광진구 아차산로 243 (화양동),02-6110-2121
213,구의,서울 도시철도 2호선,37.53691864,127.0857297,서울특별시 광진구 아차산로 384-1 (구의동),02-6110-2131
214,강변,서울 도시철도 2호선,37.53487706,127.0946944,서울특별시 광진구 강변역로 53 (구의동),02-6110-2141
215,잠실나루,서울 도시철도 2호선,37.52054808,127.1036977,서울특별시 송파구 오금로 20 (신천동),02-6110-2151
216,잠실,서울 도시철도 2호선,37.51376934,127.1021882,서울특별시 송파구 올림픽로 지하 265 (잠실동),02-6110-2161
217,잠실새내,서울 도시철도 2호선,37.51141143,127.0860068,서울특별시 송파구 올림픽로 지하 140 (잠실동),02-6110-2171
218,종합운동장,서울 도시철도 2호선,37.51106095,127.073542,서울특별시 송파구 올림픽로 지하 23 (잠실동),02-6110-2181
219,삼성,서울 도시철도 2호선,37.5086936,127.063165,서울특별시 강남구 테헤란로 지하 538 (삼성동),02-6110-2191
220,선릉,서울 도시철도 2호선,37.50437895,127.0486966,서울특별시 강남구 테헤란로 지하 340 (삼성동),02-6110-2201
221,역삼,서울 도시철도 2호선,37.50054496,127.0363944,서울특별시 강남구 테헤란로 지하 156 (역삼동),02-6110-2211
222,강남,서울 도시철도 2호선,37.49720244,127.0280537,서울특별시 강남구 강남대로 지하 396 (역삼동),02-6110-2221
223,교대,서울 도시철도 2호선,37.49320061,127.0142237,서울특별시 서초구 서초대로 지하 294 (서초동),02-6110-2231
224,서초,서울 도시철도 2호선,37.49178284,127.0075972,서울특별시 서초구 서초대로 지하 233 (서초동),02-6110-2241
225,방배,서울 도시철도 2호선,37.48130245,126.997636,서울특별시 서초구 방배로 지하 80 (방배동),02-6110-2251
226,사당,서울 도시철도 2호선,37.4767992,126.9816245,서울특별시 동작구 남부순환로 지하 2089 (사당동),02-6110-2261
227,낙성대,서울 도시철도 2호선,37.47692607,126.9636002,서울특별시 관악구 남부순환로 지하 1928 (봉천동),02-6110-2271
228,서울대입구,서울 도시철도 2호선,37.48103059,126.9526269,서울특별시 관악구 남부순환로 지하 1822 (봉천동),02-6110-2281
229,봉천,서울 도시철도 2호선,37.48245978,126.9418478,서울특별시 관악구 남부순환로 지하 1721 (봉천동),02-6110-2291
230,신림,서울 도시철도 2호선,37.48420085,126.9295937,서울특별시 관악구 남부순환로 지하 1614 (신림동),02-6110-2301
231,신대방,서울 도시철도 2호선,37.48741288,126.9135942,서울특별시 동작구 대림로 2 (신대방동),02-6110-2311
232,구로디지털단지,서울 도시철도 2호선,37.48516215,126.9014847,서울특별시 구로구 도림천로 477 (구로동),02-6110-2321
233,대림,서울 도시철도 2호선,37.49307207,126.8957105,서울 구로구 구로6동 125-66,02-6110-2331
234,신도림,서울 도시철도 2호선,37.50874994,126.8912511,서울특별시 구로구 새말로 지하 117-21 (신도림동),02-6110-2341
235,문래,서울 도시철도 2호선,37.51779736,126.8945439,서울특별시 영등포구 당산로 지하 28 (문래동3가),02-6110-2351
